timestamp,fPressureFront,fPressureSide,acceleration.x,acceleration.y,acceleration.z,quaternion.i,quaternion.j,quaternion.k,quaternion.real,quaternion.accuracy
1079930,1021.3711,1021.09863,-0.5,-0.41796875,9.910156,0.009155273,0.019958496,-0.78308105,0.621521,0.0
1079950,1021.4331,1021.1177,-0.1953125,-0.109375,9.910156,0.0056762695,0.02142334,-0.78271484,0.62194824,0.0
1079970,1021.3884,1021.0913,-0.15625,-0.30078125,9.90625,0.0017089844,0.023742676,-0.7821655,0.6226196,0.0
1079990,1021.39136,1021.16626,-0.1953125,-0.453125,10.027344,-0.0020751953,0.02520752,-0.78167725,0.62316895,0.0
1080010,1021.4109,1021.05005,-0.078125,-0.53125,9.984375,-0.0048828125,0.0256958,-0.7815552,0.623291,0.0
1080030,1021.3977,1020.98315,0.07421875,-0.609375,10.097656,-0.0060424805,0.027038574,-0.7815552,0.62316895,0.0
1080050,1021.36914,1020.94507,0.0,-0.609375,9.90625,-0.0052490234,0.027526855,-0.7815552,0.62323,0.0
1080070,1021.3511,1020.9512,0.0,-0.453125,9.7890625,-0.00390625,0.026977539,-0.78167725,0.6231079,0.0
1080090,1021.36255,1020.91797,-0.1171875,-0.2265625,9.371094,-0.0033569336,0.026794434,-0.78222656,0.6224365,0.0
1080110,1021.3523,1020.9524,-0.26953125,-0.53125,9.449219,-0.004211426,0.026916504,-0.78253174,0.6220093,0.0
1080130,1021.33594,1021.10986,-0.23046875,-0.4921875,9.292969,-0.0063476562,0.026977539,-0.7827759,0.6217041,0.0
1080150,1021.35156,1021.24194,-0.34765625,-0.68359375,9.5625,-0.008544922,0.026977539,-0.7825928,0.62194824,0.0
1080170,1021.30225,1021.1509,0.0,-0.80078125,9.8671875,-0.009399414,0.027709961,-0.7819824,0.6226196,0.0
1080190,1021.32666,1021.2351,-0.34765625,-0.72265625,9.640625,-0.0078125,0.027160645,-0.7815552,0.62316895,0.0
1080210,1021.2886,1021.3076,-0.578125,-0.4921875,9.566406,-0.005554199,0.024658203,-0.78131104,0.6235962,0.0
1080230,1021.2844,1021.28955,-0.578125,0.00390625,9.605469,-0.004699707,0.021484375,-0.7808838,0.6242676,0.0
1080250,1021.2986,1021.34424,-0.26953125,-0.03515625,9.9453125,-0.006286621,0.020202637,-0.7808838,0.6243286,0.0
1080270,1021.26465,1021.3242,-0.38671875,0.04296875,9.871094,-0.009277344,0.020019531,-0.7813721,0.62371826,0.0
1080290,1021.3091,1021.43774,-0.26953125,-0.609375,10.2109375,-0.012817383,0.020629883,-0.78167725,0.62316895,0.0
1080310,1021.27905,1021.40454,-0.1171875,-0.53125,10.4765625,-0.0146484375,0.020324707,-0.78234863,0.6223755,0.0
1080330,1021.27563,1021.51587,-0.078125,-0.76171875,10.515625,-0.0146484375,0.01953125,-0.78302,0.621521,0.0
1080350,1021.29443,1021.53394,0.07421875,-0.80078125,10.292969,-0.01361084,0.018249512,-0.7838135,0.62060547,0.0
1080370,1021.2368,1021.5105,0.0,-0.8359375,10.25,-0.012512207,0.01727295,-0.78460693,0.61968994,0.0
1080390,1021.24536,1021.4475,0.19140625,-0.875,10.0546875,-0.011779785,0.016601562,-0.7849121,0.6192627,0.0
1080410,1021.2405,1021.34375,0.3046875,-0.72265625,10.058594,-0.0115356445,0.016418457,-0.78533936,0.6187134,0.0
1080430,1021.19946,1021.27686,0.2265625,-0.76171875,9.988281,-0.011413574,0.017089844,-0.78564453,0.61834717,0.0
1080450,1021.1904,1021.1929,0.15234375,-0.76171875,9.910156,-0.010864258,0.017456055,-0.78570557,0.61828613,0.0
1080470,1021.1658,1021.16504,0.11328125,-0.8359375,9.640625,-0.009277344,0.016906738,-0.7857666,0.6182251,0.0
1080490,1021.1741,1021.1216,0.03515625,-0.875,9.449219,-0.0072631836,0.01574707,-0.78570557,0.61834717,0.0
1080510,1021.14526,1021.13257,-0.078125,-0.453125,9.105469,-0.0057373047,0.014770508,-0.78570557,0.6184082,0.0
1080530,1021.14014,1021.12524,-0.23046875,-0.453125,9.144531,-0.00592041,0.014343262,-0.78564453,0.6185303,0.0
1080550,1021.1304,1021.1421,-0.078125,-0.5703125,9.2578125,-0.0072021484,0.014038086,-0.78552246,0.61865234,0.0
1080570,1021.14746,1021.21826,-0.078125,-0.4921875,9.484375,-0.008544922,0.0134887695,-0.7852783,0.6189575,0.0
1080590,1021.12866,1021.29663,-0.078125,-0.53125,9.640625,-0.009216309,0.012512207,-0.78460693,0.619812,0.0
1080610,1021.095,1021.3379,0.07421875,-0.453125,9.714844,-0.008911133,0.011047363,-0.7835083,0.6212158,0.0
1080630,1021.1162,1021.34985,0.265625,-0.30078125,9.644531,-0.008239746,0.009765625,-0.78271484,0.6222534,0.0
1080650,1021.1223,1021.39233,0.15234375,-0.109375,9.90625,-0.008117676,0.009033203,-0.7826538,0.6223755,0.0
1080670,1021.1162,1021.3789,0.03515625,-0.0703125,9.753906,-0.008422852,0.008544922,-0.78240967,0.6226196,0.0
1080690,1021.15845,1021.30566,0.11328125,0.00390625,9.949219,-0.009399414,0.008544922,-0.7819214,0.62323,0.0
1080710,1021.1277,1021.34766,0.07421875,-0.1875,9.8671875,-0.010192871,0.008911133,-0.7817383,0.6234741,0.0
1080730,1021.1067,1021.3718,-0.0390625,-0.37890625,9.988281,-0.010437012,0.009155273,-0.7817383,0.6234741,0.0
1080750,1021.1067,1021.44507,-0.1171875,-0.41796875,9.910156,-0.010070801,0.008605957,-0.78167725,0.6235962,0.0
1080770,1021.0847,1021.44727,0.07421875,-0.1484375,9.832031,-0.009643555,0.008117676,-0.7815552,0.62371826,0.0
1080790,1021.05273,1021.5144,-0.078125,-0.26171875,9.753906,-0.009643555,0.0078125,-0.7814331,0.62384033,0.0
1080810,1021.0886,1021.53735,0.11328125,-0.1484375,9.8671875,-0.010375977,0.007507324,-0.7813721,0.62390137,0.0
1080830,1021.08716,1021.5615,0.07421875,-0.2265625,9.90625,-0.011474609,0.0072021484,-0.7813721,0.62390137,0.0
1080850,1021.1072,1021.62085,0.11328125,-0.33984375,10.097656,-0.0119018555,0.0068359375,-0.78149414,0.62371826,0.0
1080865,1021.08203,1021.6687,0.07421875,-0.453125,10.027344,-0.01159668,0.0065307617,-0.78149414,0.62371826,0.0
1080885,1021.01685,1021.6428,0.11328125,-0.41796875,9.9453125,-0.010864258,0.0056762695,-0.7814331,0.62384033,0.0
1080910,1021.0598,1021.5703,0.19140625,-0.2265625,9.8671875,-0.010437012,0.0052490234,-0.78149414,0.6237793,0.0
1080930,1021.03955,1021.5896,0.07421875,-0.1875,9.828125,-0.010437012,0.00579834,-0.78149414,0.62384033,0.0
1080945,1021.0283,1021.57837,0.03515625,-0.37890625,9.753906,-0.010864258,0.006286621,-0.7814331,0.62390137,0.0
1080965,1021.02856,1021.56226,0.03515625,-0.41796875,9.792969,-0.010986328,0.006713867,-0.7813721,0.62390137,0.0
1080990,1021.0569,1021.5386,-0.0390625,-0.453125,9.75,-0.010314941,0.006591797,-0.78131104,0.62402344,0.0
1081005,1021.02954,1021.4656,0.07421875,-0.30078125,9.6015625,-0.009460449,0.00579834,-0.7814331,0.62390137,0.0
1081025,1021.02734,1021.46094,0.11328125,-0.2265625,9.6015625,-0.009094238,0.005126953,-0.78167725,0.6235962,0.0
1081050,1021.0083,1021.43286,0.11328125,-0.2265625,9.671875,-0.00982666,0.0053100586,-0.78186035,0.62335205,0.0
1081070,1021.0459,1021.4075,0.15234375,-0.37890625,9.671875,-0.011291504,0.0059814453,-0.78186035,0.62335205,0.0
1081085,1021.00806,1021.4409,0.2265625,-0.453125,9.7109375,-0.012268066,0.0064086914,-0.7817993,0.62335205,0.0
1081105,1021.00586,1021.4175,0.2265625,-0.453125,9.675781,-0.012512207,0.0060424805,-0.7817993,0.62335205,0.0
1081130,1020.99023,1021.3562,0.265625,-0.109375,9.714844,-0.012023926,0.0053100586,-0.7817993,0.6234131,0.0
1081145,1020.96313,1021.3203,0.3046875,0.04296875,9.714844,-0.01171875,0.005432129,-0.7815552,0.62371826,0.0
1081165,1020.99194,1021.43506,0.15234375,-0.03515625,9.527344,-0.01184082,0.0065307617,-0.7813721,0.62390137,0.0
1081185,1020.9592,1021.5354,-0.078125,-0.2265625,9.488281,-0.01184082,0.008178711,-0.7814331,0.62384033,0.0
1081210,1020.97974,1021.67896,-0.578125,-0.4921875,9.1796875,-0.011291504,0.009460449,-0.7819214,0.62323,0.0
1081225,1020.9409,1021.74365,-0.8046875,-0.609375,9.2578125,-0.011779785,0.009643555,-0.78271484,0.6221924,0.0
1081245,1020.9585,1022.01196,-0.84375,-0.72265625,9.332031,-0.014343262,0.009277344,-0.7838135,0.62072754,0.0
1081270,1020.96875,1022.1406,-0.4609375,-0.68359375,10.0234375,-0.019226074,0.010009766,-0.7843628,0.6199341,0.0
1081285,1020.9651,1022.15625,-0.1953125,-0.76171875,10.3671875,-0.024597168,0.011779785,-0.7842407,0.619812,0.0
1081305,1020.9404,1022.23193,0.0,-0.80078125,10.40625,-0.028320312,0.012756348,-0.7843628,0.6195679,0.0
1081325,1020.9636,1022.32104,0.11328125,-0.80078125,10.3671875,-0.030700684,0.012512207,-0.78515625,0.6184082,0.0
1081350,1020.9243,1022.41943,-0.15625,-1.0273438,10.058594,-0.03265381,0.010925293,-0.786438,0.6166992,0.0
1081365,1020.9509,1022.43286,-0.30859375,-1.1835938,10.1328125,-0.03289795,0.009277344,-0.7871094,0.6158447,0.0
1081385,1020.95874,1022.43774,-0.23046875,-1.0273438,10.136719,-0.032287598,0.0072631836,-0.7871704,0.6158447,0.0
1081410,1020.93604,1022.33594,0.80078125,-0.41796875,9.8671875,-0.032226562,0.005859375,-0.78674316,0.61639404,0.0
1081425,1020.92944,1022.3423,1.109375,-0.33984375,9.984375,-0.03326416,0.0029296875,-0.78674316,0.616333,0.0
1081445,1020.93066,1022.17847,1.6445312,-0.03515625,10.0234375,-0.035583496,-0.0010375977,-0.7869873,0.6159668,0.0
1081465,1020.89526,1022.15796,2.0273438,0.2734375,10.1328125,-0.038635254,-0.0033569336,-0.78692627,0.6158447,0.0
1081485,1020.9153,1022.0032,2.0273438,-0.33984375,10.1328125,-0.041137695,-0.0036621094,-0.78637695,0.61639404,0.0
1081505,1020.94336,1021.8789,1.796875,-0.41796875,10.027344,-0.04168701,-0.003540039,-0.78564453,0.61724854,0.0
1081525,1020.8601,1021.7185,1.53125,-0.2265625,9.640625,-0.040893555,-0.0040283203,-0.7852173,0.6178589,0.0
1081550,1020.91895,1021.57104,0.91796875,-0.109375,9.2890625,-0.040527344,-0.0049438477,-0.7852173,0.6178589,0.0
1081565,1020.896,1021.5398,0.6875,-0.37890625,9.292969,-0.041809082,-0.005554199,-0.7852783,0.6176758,0.0
1081585,1020.896,1021.5154,0.6484375,-0.4921875,9.371094,-0.044128418,-0.005432129,-0.78479004,0.61816406,0.0
1081605,1020.9197,1021.55273,0.609375,-0.453125,9.527344,-0.047058105,-0.0053100586,-0.7842407,0.61865234,0.0
1081625,1020.8928,1021.6013,0.6484375,-0.453125,9.871094,-0.049743652,-0.005554199,-0.78393555,0.61883545,0.0
1081645,1020.8989,1021.71094,0.6875,-0.609375,9.949219,-0.051696777,-0.0060424805,-0.78411865,0.6184082,0.0
